job_id,job_title,company,location,experience_level,work_type,salary_usd,skills,year,month,posted_date,salary_band
8779,Data Analyst,Apple,"Bengaluru, India",Lead,Hybrid,41072,"R, MLOps, Data Engineering, GCP, Feature Engineering, Statistics, TensorFlow, Scala",2023,3,2023-03-19,<70K
8780,MLOps Engineer,Meta,Remote,Entry,Onsite,84034,"Hadoop, Feature Engineering, R, Power BI, NumPy, Kubernetes, MLOps",2024,6,2024-06-01,70-100K
8781,MLOps Engineer,Amazon,"New York, NY",Senior,Remote,138417,"TensorFlow, LLM, NLP, FastAPI, Git, Pandas",2023,5,2023-05-19,130-160K
8782,MLOps Engineer,Amazon,"Pune, India",Entry,Onsite,26779,"Spark, Pandas, A/B Testing, Kubernetes, scikit-learn",2023,7,2023-07-21,<70K
8783,MLOps Engineer,Databricks,"New York, NY",Mid,Remote,135672,"Transformers, scikit-learn, Spark, MLOps, LLM, Pandas, Docker",2025,5,2025-05-03,130-160K
8784,Computer Vision Engineer,Apple,Remote,Mid,Hybrid,112261,"Git, Feature Engineering, LLM, NLP, Machine Learning",2025,6,2025-06-13,100-130K
8785,AI Product Manager,Nvidia,"San Francisco, CA",Senior,Remote,135772,"Power BI, Computer Vision, LLM, Java, R, Feature Engineering, Spark, Machine Learning",2025,10,2025-10-07,130-160K
8786,Computer Vision Engineer,OpenAI,"Boston, MA",Lead,Remote,208487,"A/B Testing, Deep Learning, Tableau, TensorFlow, Pandas, Feature Engineering, Transformers, NumPy",2024,12,2024-12-01,160K+
8787,LLM Engineer,HCL Technologies,"Seattle, WA",Mid,Remote,150035,"Scala, R, TensorFlow, Linux, Docker, SQL, Azure, Java",2022,3,2022-03-28,130-160K
8788,MLOps Engineer,Qualcomm,"Chicago, IL",Senior,Hybrid,146352,"Linux, Transformers, Scala, Feature Engineering, MLOps, NumPy",2025,12,2025-12-16,130-160K
8789,MLOps Engineer,Amazon,Remote,Entry,Remote,92794,"Git, FastAPI, TensorFlow, Power BI, PyTorch",2025,2,2025-02-26,70-100K
8790,AI Engineer,Nvidia,Singapore,Lead,Remote,185701,"SQL, A/B Testing, NLP, AWS, Docker, Deep Learning, Kubernetes",2025,2,2025-02-26,160K+
8791,LLM Engineer,Tesla,"Boston, MA",Lead,Hybrid,161933,"A/B Testing, MLOps, Git, TensorFlow, Computer Vision, Scala",2023,2,2023-02-02,160K+
8792,NLP Engineer,Accenture,"Amsterdam, Netherlands",Lead,Remote,183372,"Docker, Tableau, AWS, Spark, R, SQL, Deep Learning, Scala",2025,9,2025-09-16,160K+
8793,Machine Learning Engineer,Google,"Seattle, WA",Senior,Onsite,171491,"Data Engineering, Azure, Tableau, FastAPI",2024,11,2024-11-14,160K+
8794,Data Scientist,Microsoft,"New York, NY",Mid,Remote,111386,"GCP, PyTorch, scikit-learn, Hadoop, Power BI, Kubernetes",2023,2,2023-02-08,100-130K
8795,LLM Engineer,IBM,"New York, NY",Senior,Hybrid,153467,"GCP, Spark, Computer Vision, NumPy, Machine Learning, A/B Testing, TensorFlow, FastAPI",2025,5,2025-05-19,130-160K
8796,Data Scientist,Meta,"San Francisco, CA",Senior,Hybrid,115128,"Python, PyTorch, scikit-learn, GCP, NumPy, Deep Learning, R",2024,7,2024-07-03,100-130K
8797,Machine Learning Engineer,SpaceX,"Los Angeles, CA",Senior,Remote,159700,"Machine Learning, Feature Engineering, Tableau, Python, Java, Azure, FastAPI, Git",2024,6,2024-06-14,130-160K
8798,Machine Learning Engineer,Nvidia,"Los Angeles, CA",Mid,Onsite,147548,"Feature Engineering, NLP, Transformers, LLM",2024,2,2024-02-03,130-160K
8799,Computer Vision Engineer,Infosys,"San Francisco, CA",Senior,Remote,191886,"NumPy, Docker, R, Tableau, scikit-learn, Power BI, Pandas",2023,2,2023-02-04,160K+
8800,AI Engineer,Microsoft,Remote,Lead,Remote,231932,"NLP, R, Computer Vision, AWS, Azure, Spark, Statistics",2024,8,2024-08-08,160K+
8801,AI Engineer,Amazon,"San Francisco, CA",Mid,Hybrid,117722,"SQL, PyTorch, Transformers",2024,1,2024-01-07,100-130K
8802,Computer Vision Engineer,Wipro,"Seattle, WA",Entry,Remote,81201,"Transformers, FastAPI, Data Engineering",2025,4,2025-04-14,70-100K
8803,Machine Learning Engineer,Nvidia,"Los Angeles, CA",Senior,Remote,129806,"scikit-learn, Computer Vision, Linux, Transformers, GCP, Docker, Python, Feature Engineering",2023,11,2023-11-07,100-130K
8804,Data Scientist,Mistral AI,Remote,Senior,Remote,158418,"Statistics, Azure, Pandas, A/B Testing, TensorFlow, Linux",2025,4,2025-04-21,130-160K
8805,MLOps Engineer,AMD,"San Francisco, CA",Mid,Remote,124504,"Tableau, Hadoop, Feature Engineering",2023,2,2023-02-16,100-130K
8806,MLOps Engineer,Meta,"New York, NY",Mid,Remote,90087,"R, Docker, NLP, SQL, Deep Learning",2025,10,2025-10-07,70-100K
8807,LLM Engineer,Google,Remote,Senior,Hybrid,159707,"FastAPI, Python, Linux, Scala, AWS, A/B Testing",2024,1,2024-01-17,130-160K
8808,LLM Engineer,Meta,"Bengaluru, India",Senior,Remote,49731,"Pandas, SQL, Docker",2024,3,2024-03-09,<70K
8809,Machine Learning Engineer,Stripe,"San Francisco, CA",Mid,Remote,140987,"FastAPI, A/B Testing, Git, Transformers, PyTorch",2024,8,2024-08-24,130-160K
8810,LLM Engineer,OpenAI,"Hyderabad, India",Entry,Remote,30807,"Git, R, Kubernetes, Airflow, TensorFlow, A/B Testing",2022,11,2022-11-27,<70K
8811,AI Engineer,Meta,"New York, NY",Senior,Hybrid,169636,"scikit-learn, SQL, Power BI, Computer Vision, PyTorch",2023,10,2023-10-07,160K+
8812,Data Scientist,Microsoft,"Hyderabad, India",Lead,Remote,52167,"Deep Learning, Data Engineering, Linux, A/B Testing, Spark",2025,6,2025-06-23,<70K
8813,AI Product Manager,Meta,"Hyderabad, India",Lead,Remote,54646,"scikit-learn, LLM, Pandas, Java",2024,2,2024-02-28,<70K
8814,Machine Learning Engineer,Apple,"London, UK",Mid,Hybrid,144158,"MLOps, AWS, Pandas, NumPy, GCP",2023,1,2023-01-18,130-160K
8815,Deep Learning Engineer,Infosys,"Mumbai, India",Lead,Remote,61820,"SQL, Computer Vision, Kubernetes, R, Tableau, TensorFlow, Azure, Python",2024,6,2024-06-21,<70K
8816,NLP Engineer,Meta,"Los Angeles, CA",Mid,Onsite,125179,"Git, Feature Engineering, Java, Power BI, Spark, Statistics, FastAPI, AWS",2024,4,2024-04-09,100-130K
8817,LLM Engineer,Anthropic,"San Francisco, CA",Mid,Hybrid,135007,"PyTorch, LLM, GCP, Statistics, Azure",2024,1,2024-01-06,130-160K
8818,Machine Learning Engineer,Uber,Remote,Mid,Hybrid,129806,"Airflow, Data Engineering, Azure, GCP",2024,5,2024-05-18,100-130K
8819,LLM Engineer,Google,"San Francisco, CA",Senior,Remote,188615,"Python, LLM, Computer Vision, Deep Learning, MLOps, PyTorch, Machine Learning, Transformers",2024,5,2024-05-28,160K+
8820,LLM Engineer,Wipro,"Seattle, WA",Mid,Onsite,143977,"Airflow, Feature Engineering, MLOps",2023,1,2023-01-25,130-160K
8821,LLM Engineer,Microsoft,"Boston, MA",Lead,Remote,226916,"Scala, TensorFlow, Linux, Statistics",2025,3,2025-03-01,160K+
8822,Data Scientist,Amazon,"Sydney, Australia",Mid,Remote,133761,"Tableau, Statistics, TensorFlow",2024,9,2024-09-27,130-160K
8823,Computer Vision Engineer,Tesla,"Austin, TX",Entry,Hybrid,97249,"Git, A/B Testing, AWS, Linux, FastAPI, SQL",2023,2,2023-02-09,70-100K
8824,NLP Engineer,Anthropic,Remote,Lead,Remote,178153,"MLOps, Scala, Machine Learning, scikit-learn, Transformers, Azure, Hadoop",2025,7,2025-07-07,160K+
8825,Data Analyst,Microsoft,"Seattle, WA",Lead,Remote,142457,"R, AWS, Machine Learning",2024,10,2024-10-17,130-160K
8826,Data Scientist,JPMorgan,"Bengaluru, India",Senior,Onsite,34458,"R, GCP, Docker, FastAPI, Power BI, Pandas, Linux, Airflow",2022,6,2022-06-14,<70K
8827,Machine Learning Engineer,Nvidia,"New York, NY",Senior,Remote,148113,"Git, Transformers, Scala, Deep Learning",2025,5,2025-05-23,130-160K
8828,AI Research Scientist,McKinsey,"Amsterdam, Netherlands",Lead,Remote,233027,"NumPy, Java, Git, Computer Vision, Scala, Docker",2023,12,2023-12-16,160K+
8829,Deep Learning Engineer,Meta,"Boston, MA",Entry,Hybrid,104922,"LLM, Power BI, GCP",2022,5,2022-05-27,100-130K
8830,Data Scientist,IBM,"Boston, MA",Senior,Remote,125207,"Feature Engineering, FastAPI, LLM, Hadoop, Python",2024,5,2024-05-21,100-130K
8831,MLOps Engineer,OpenAI,"London, UK",Senior,Remote,144826,"Spark, Linux, Power BI, Deep Learning",2024,10,2024-10-07,130-160K
8832,AI Engineer,Meta,"Austin, TX",Entry,Hybrid,87395,"Machine Learning, NLP, AWS, Tableau, Data Engineering, LLM",2024,2,2024-02-13,70-100K
8833,LLM Engineer,Salesforce,"Hyderabad, India",Mid,Hybrid,36778,"MLOps, TensorFlow, Machine Learning, Spark, R, Feature Engineering",2025,4,2025-04-03,<70K
8834,AI Engineer,OpenAI,"Berlin, Germany",Mid,Remote,145276,"Computer Vision, MLOps, Scala, GCP",2025,9,2025-09-09,130-160K
8835,Data Scientist,ByteDance,"London, UK",Senior,Onsite,159679,"Docker, NumPy, Java, AWS, MLOps",2025,5,2025-05-20,130-160K
8836,AI Engineer,Infosys,"Bengaluru, India",Senior,Remote,46582,"Deep Learning, LLM, AWS, PyTorch, Spark, Transformers",2023,9,2023-09-21,<70K
8837,Machine Learning Engineer,OpenAI,"San Francisco, CA",Senior,Remote,159049,"Machine Learning, Java, Power BI, Spark, Tableau, Azure, Scala, PyTorch",2024,1,2024-01-07,130-160K
8838,AI Engineer,Amazon,"Boston, MA",Entry,Hybrid,78985,"Azure, Linux, scikit-learn, Git",2025,12,2025-12-05,70-100K
8839,Machine Learning Engineer,Google,Singapore,Entry,Remote,112594,"A/B Testing, Linux, Spark, R, Airflow",2025,11,2025-11-23,100-130K
8840,Machine Learning Engineer,Stripe,"Bengaluru, India",Senior,Remote,51042,"Scala, PyTorch, scikit-learn, R",2025,5,2025-05-07,<70K
8841,Machine Learning Engineer,Stripe,"Austin, TX",Senior,Onsite,155766,"Data Engineering, AWS, scikit-learn, Hadoop, Java, Feature Engineering, Python",2023,2,2023-02-21,130-160K
8842,Machine Learning Engineer,Meta,"Toronto, Canada",Entry,Onsite,104507,"Feature Engineering, Scala, Statistics, Computer Vision",2024,9,2024-09-24,100-130K
8843,AI Engineer,OpenAI,"Berlin, Germany",Senior,Remote,165344,"Data Engineering, AWS, MLOps, A/B Testing, NumPy",2025,3,2025-03-02,160K+
8844,Machine Learning Engineer,TCS,"Seattle, WA",Mid,Hybrid,128610,"Hadoop, Kubernetes, Transformers, Pandas",2025,11,2025-11-19,100-130K
8845,NLP Engineer,Apple,"New York, NY",Senior,Remote,166988,"Statistics, Docker, Python, Transformers, LLM, NumPy, Azure, Deep Learning",2024,8,2024-08-21,160K+
8846,Deep Learning Engineer,Apple,"Berlin, Germany",Mid,Remote,124627,"Deep Learning, NumPy, Airflow, GCP, Azure, Spark, MLOps, Feature Engineering",2024,10,2024-10-25,100-130K
8847,Data Analyst,Samsung,"New York, NY",Mid,Onsite,79384,"Java, Airflow, Docker, Pandas",2024,3,2024-03-22,70-100K
8848,Machine Learning Engineer,Amazon,"Seattle, WA",Lead,Onsite,210220,"Kubernetes, NLP, Feature Engineering, MLOps",2023,5,2023-05-01,160K+
8849,Machine Learning Engineer,Meta,"Hyderabad, India",Entry,Remote,25321,"AWS, LLM, Spark, Python",2024,6,2024-06-20,<70K
8850,Deep Learning Engineer,TCS,"Chicago, IL",Entry,Remote,106732,"Statistics, A/B Testing, NLP, Computer Vision, MLOps, GCP, Transformers, TensorFlow",2024,8,2024-08-05,100-130K
8851,AI Research Scientist,Uber,"Boston, MA",Mid,Hybrid,176297,"Tableau, Kubernetes, SQL, TensorFlow, Azure, Computer Vision",2023,10,2023-10-19,160K+
8852,NLP Engineer,Infosys,"San Francisco, CA",Entry,Remote,81580,"Deep Learning, Airflow, Feature Engineering, scikit-learn, Data Engineering, AWS, Java, Scala",2024,10,2024-10-16,70-100K
8853,AI Engineer,Adobe,"Bengaluru, India",Mid,Remote,29238,"Statistics, Data Engineering, NLP, GCP, Git, MLOps",2024,11,2024-11-01,<70K
8854,Data Scientist,Accenture,"Seattle, WA",Senior,Hybrid,111841,"Azure, Pandas, FastAPI, PyTorch, Statistics, GCP, Hadoop",2025,6,2025-06-28,100-130K
8855,AI Engineer,Infosys,Remote,Mid,Remote,128143,"SQL, NLP, Tableau, Computer Vision, A/B Testing, PyTorch, R",2025,6,2025-06-07,100-130K
8856,Data Scientist,Google,"New York, NY",Mid,Onsite,106032,"Statistics, Power BI, GCP, LLM",2024,11,2024-11-14,100-130K
8857,AI Engineer,Deloitte,Singapore,Lead,Hybrid,208063,"FastAPI, PyTorch, NLP, Hadoop, Spark, Tableau",2024,8,2024-08-16,160K+
8858,Data Scientist,Tesla,"Austin, TX",Senior,Hybrid,149542,"NumPy, Docker, Linux, A/B Testing, Python, Tableau, Deep Learning",2023,12,2023-12-02,130-160K
8859,AI Engineer,Wipro,"Hyderabad, India",Senior,Remote,37707,"Airflow, NLP, LLM",2025,3,2025-03-28,<70K
8860,Data Scientist,Microsoft,"Seattle, WA",Mid,Onsite,90111,"Docker, MLOps, Kubernetes, Git, Deep Learning, Azure, TensorFlow",2024,12,2024-12-15,70-100K
8861,AI Engineer,Nvidia,"Seattle, WA",Lead,Hybrid,210208,"Pandas, MLOps, Docker, Kubernetes, Java, PyTorch, Spark, Transformers",2022,10,2022-10-25,160K+
8862,Data Analyst,Apple,"San Francisco, CA",Mid,Hybrid,84145,"A/B Testing, Transformers, AWS, Hadoop",2022,6,2022-06-07,70-100K
8863,Data Analyst,Microsoft,Singapore,Entry,Remote,56744,"FastAPI, LLM, AWS",2025,7,2025-07-11,<70K
8864,LLM Engineer,Cohere,"Boston, MA",Senior,Hybrid,142803,"TensorFlow, NumPy, Azure, SQL, MLOps, Linux",2023,1,2023-01-01,130-160K
8865,Data Scientist,TCS,Remote,Mid,Hybrid,121716,"SQL, Airflow, Transformers, Machine Learning, Azure, Spark, MLOps",2025,8,2025-08-13,100-130K
8866,Machine Learning Engineer,Samsung,"London, UK",Mid,Onsite,129806,"Linux, Data Engineering, MLOps, Airflow, SQL, TensorFlow",2024,1,2024-01-16,100-130K
8867,AI Research Scientist,HCL Technologies,"Bengaluru, India",Senior,Onsite,53238,"MLOps, Tableau, Deep Learning, SQL, Data Engineering, R",2025,9,2025-09-12,<70K
8868,AI Engineer,Google,"San Francisco, CA",Mid,Hybrid,117228,"Scala, PyTorch, Computer Vision, LLM, Machine Learning",2025,12,2025-12-23,100-130K
8869,MLOps Engineer,OpenAI,"Los Angeles, CA",Lead,Onsite,185787,"TensorFlow, NumPy, GCP, Scala",2022,1,2022-01-16,160K+
8870,AI Engineer,Apple,"Toronto, Canada",Mid,Remote,109106,"Git, Pandas, Power BI, Azure, NLP, Airflow",2022,5,2022-05-17,100-130K
8871,Data Analyst,DeepMind,Remote,Mid,Onsite,93311,"Machine Learning, NLP, scikit-learn",2023,10,2023-10-01,70-100K
8872,MLOps Engineer,Uber,"Ahmedabad, India",Mid,Onsite,33590,"scikit-learn, Data Engineering, PyTorch, GCP, LLM",2023,1,2023-01-27,<70K
8873,Data Scientist,OpenAI,Remote,Mid,Remote,90756,"SQL, Power BI, PyTorch, Kubernetes, Deep Learning, Feature Engineering, Airflow, Git",2025,5,2025-05-13,70-100K
8874,Deep Learning Engineer,Uber,"Sydney, Australia",Senior,Remote,168493,"A/B Testing, Pandas, Azure, Airflow, Feature Engineering, Git",2024,11,2024-11-22,160K+
8875,Computer Vision Engineer,Google,"Ahmedabad, India",Lead,Onsite,60000,"TensorFlow, Machine Learning, Hadoop, Airflow, R, Docker",2025,9,2025-09-15,<70K
8876,Machine Learning Engineer,Goldman Sachs,"Chicago, IL",Senior,Onsite,163397,"SQL, Data Engineering, NLP",2024,10,2024-10-22,160K+
8877,Machine Learning Engineer,Meta,Remote,Lead,Onsite,200340,"Statistics, scikit-learn, Transformers, Python, Spark, Pandas",2023,3,2023-03-20,160K+
8878,NLP Engineer,Uber,"Berlin, Germany",Mid,Onsite,105951,"Feature Engineering, Azure, Computer Vision",2023,5,2023-05-08,100-130K
8879,LLM Engineer,Accenture,"Berlin, Germany",Mid,Onsite,148983,"PyTorch, LLM, Tableau",2022,8,2022-08-07,130-160K
8880,Machine Learning Engineer,Google,"San Francisco, CA",Mid,Remote,122834,"Power BI, Git, TensorFlow, Machine Learning",2023,4,2023-04-20,100-130K
8881,Data Scientist,AMD,"Hyderabad, India",Mid,Remote,23908,"A/B Testing, Power BI, Computer Vision",2025,4,2025-04-26,<70K
8882,Data Analyst,Tesla,"Mumbai, India",Mid,Remote,22151,"FastAPI, Power BI, MLOps, PyTorch",2025,10,2025-10-12,<70K
8883,Machine Learning Engineer,OpenAI,"Berlin, Germany",Entry,Hybrid,107526,"A/B Testing, Transformers, Hadoop, Power BI",2024,4,2024-04-24,100-130K
8884,Data Scientist,Google,"Chicago, IL",Mid,Onsite,109851,"NumPy, Pandas, SQL, scikit-learn, Deep Learning, AWS, Scala, Linux",2024,8,2024-08-24,100-130K
8885,AI Engineer,Mistral AI,"San Francisco, CA",Lead,Remote,245337,"Machine Learning, LLM, Statistics, NumPy",2024,10,2024-10-14,160K+
8886,LLM Engineer,Google,"Austin, TX",Senior,Hybrid,187425,"Python, LLM, AWS, Airflow, Feature Engineering",2025,6,2025-06-02,160K+
8887,Machine Learning Engineer,Amazon,"Seattle, WA",Entry,Onsite,100110,"Kubernetes, Machine Learning, Spark",2025,10,2025-10-20,100-130K
8888,Computer Vision Engineer,OpenAI,"New York, NY",Mid,Hybrid,128489,"Deep Learning, AWS, NLP, GCP, Statistics, NumPy, FastAPI, Linux",2025,5,2025-05-12,100-130K
8889,Data Scientist,OpenAI,Remote,Entry,Remote,82518,"Computer Vision, Tableau, Git, Pandas, scikit-learn, Spark, NumPy",2023,10,2023-10-27,70-100K
8890,LLM Engineer,HCL Technologies,"Seattle, WA",Mid,Remote,135090,"Airflow, FastAPI, TensorFlow, Power BI, LLM, Data Engineering",2024,1,2024-01-27,130-160K
8891,Data Analyst,Wipro,"Bengaluru, India",Mid,Remote,22342,"TensorFlow, Airflow, Git, Transformers",2024,7,2024-07-20,<70K
8892,NLP Engineer,Google,"Austin, TX",Entry,Onsite,95414,"Java, Azure, Git, Hadoop",2024,10,2024-10-20,70-100K
8893,AI Architect,Airbnb,"Austin, TX",Mid,Hybrid,137415,"Linux, GCP, Git, Pandas, TensorFlow, NumPy, Python, Scala",2025,8,2025-08-03,130-160K
8894,Machine Learning Engineer,Google,"Austin, TX",Senior,Hybrid,148225,"A/B Testing, scikit-learn, R, AWS, Docker, Java, Tableau",2023,11,2023-11-26,130-160K
8895,Machine Learning Engineer,Meta,"New York, NY",Mid,Onsite,115246,"Deep Learning, Transformers, Machine Learning, NumPy, A/B Testing, MLOps, R, Kubernetes",2025,3,2025-03-04,100-130K
8896,LLM Engineer,ByteDance,"Seattle, WA",Mid,Onsite,173744,"Deep Learning, R, Power BI, scikit-learn, FastAPI, Linux",2025,3,2025-03-18,160K+
8897,LLM Engineer,IBM,"Hyderabad, India",Entry,Remote,30005,"Feature Engineering, scikit-learn, TensorFlow, Transformers, Statistics, Java, A/B Testing, Python",2025,9,2025-09-24,<70K
8898,NLP Engineer,Google,"Austin, TX",Entry,Remote,92977,"AWS, Linux, Power BI, NLP, Computer Vision, TensorFlow, A/B Testing, Deep Learning",2023,6,2023-06-11,70-100K
8899,AI Engineer,Qualcomm,"Austin, TX",Mid,Remote,113939,"Statistics, Python, LLM, Transformers, Power BI, R, Kubernetes",2024,10,2024-10-06,100-130K
8900,MLOps Engineer,Anthropic,"Seattle, WA",Senior,Hybrid,163154,"Spark, PyTorch, GCP, Computer Vision, R, TensorFlow, Transformers",2025,10,2025-10-06,160K+
8901,AI Engineer,Baidu,"San Francisco, CA",Mid,Remote,128674,"Spark, NLP, FastAPI, Machine Learning, LLM, MLOps, Power BI, Deep Learning",2023,9,2023-09-22,100-130K
8902,Machine Learning Engineer,TCS,"New York, NY",Senior,Hybrid,174574,"Spark, FastAPI, Scala, LLM, Machine Learning, Docker, GCP",2025,10,2025-10-07,160K+
8903,Deep Learning Engineer,Meta,Remote,Mid,Hybrid,120767,"scikit-learn, Java, Feature Engineering, SQL",2023,1,2023-01-15,100-130K
8904,Data Scientist,Infosys,"Pune, India",Senior,Onsite,42008,"Data Engineering, Machine Learning, Hadoop, Pandas, FastAPI, PyTorch, Spark",2025,8,2025-08-23,<70K
8905,LLM Engineer,Apple,"Austin, TX",Senior,Remote,169184,"Machine Learning, LLM, FastAPI, PyTorch, Spark, Git",2023,7,2023-07-20,160K+
8906,Computer Vision Engineer,Salesforce,Singapore,Lead,Hybrid,184349,"Power BI, Computer Vision, AWS, GCP, Transformers, SQL, scikit-learn, Docker",2023,3,2023-03-21,160K+
8907,AI Engineer,Stripe,"Bengaluru, India",Mid,Hybrid,39758,"Java, Feature Engineering, Pandas, Python",2022,5,2022-05-10,<70K
8908,Data Analyst,DeepMind,"Amsterdam, Netherlands",Entry,Remote,48765,"Computer Vision, Spark, Feature Engineering, LLM, GCP, AWS, Python",2025,5,2025-05-23,<70K
8909,LLM Engineer,TCS,Remote,Mid,Onsite,148954,"LLM, TensorFlow, Spark, Pandas, Git",2023,9,2023-09-11,130-160K
8910,Data Scientist,Nvidia,"Chicago, IL",Entry,Remote,90033,"Data Engineering, Azure, Transformers, AWS",2024,11,2024-11-10,70-100K
8911,Data Scientist,AMD,"Los Angeles, CA",Senior,Remote,131661,"TensorFlow, Hadoop, Python, Machine Learning, R, Tableau",2022,7,2022-07-17,130-160K
8912,Machine Learning Engineer,Microsoft,"Austin, TX",Mid,Onsite,120087,"Tableau, LLM, Statistics, Docker, Java, TensorFlow",2025,3,2025-03-22,100-130K
8913,AI Research Scientist,OpenAI,"Seattle, WA",Entry,Onsite,101216,"Deep Learning, PyTorch, Statistics, Spark, Java, A/B Testing, Transformers, Power BI",2025,2,2025-02-12,100-130K
8914,AI Engineer,Amazon,"Bengaluru, India",Mid,Remote,37776,"Tableau, SQL, Linux, PyTorch, Power BI",2023,8,2023-08-18,<70K
8915,Machine Learning Engineer,TCS,"Toronto, Canada",Senior,Onsite,167078,"Deep Learning, A/B Testing, Kubernetes, Feature Engineering, PyTorch, Statistics",2023,6,2023-06-19,160K+
8916,Computer Vision Engineer,Nvidia,"Boston, MA",Lead,Hybrid,213561,"Docker, scikit-learn, Airflow, Data Engineering, Azure, Spark, NLP, Scala",2025,12,2025-12-01,160K+
8917,MLOps Engineer,TCS,"San Francisco, CA",Entry,Onsite,103951,"Statistics, Machine Learning, Airflow, scikit-learn, Scala, Pandas",2024,8,2024-08-14,100-130K
8918,AI Engineer,Microsoft,"Los Angeles, CA",Mid,Hybrid,122549,"Data Engineering, Linux, Scala, scikit-learn, LLM, Hadoop, Azure, Airflow",2024,11,2024-11-10,100-130K
8919,Deep Learning Engineer,OpenAI,"Hyderabad, India",Mid,Hybrid,30420,"Spark, Hadoop, Statistics, Machine Learning",2025,10,2025-10-06,<70K
8920,Machine Learning Engineer,Google,"Hyderabad, India",Lead,Hybrid,63765,"NumPy, R, Computer Vision, TensorFlow, Power BI, Git",2023,1,2023-01-01,<70K
8921,Machine Learning Engineer,Deloitte,"Seattle, WA",Senior,Hybrid,204580,"R, Azure, TensorFlow, Tableau, Kubernetes, AWS, Transformers",2024,5,2024-05-27,160K+
8922,AI Research Scientist,Nvidia,"Bengaluru, India",Mid,Remote,42220,"NumPy, NLP, scikit-learn, Tableau, Docker, Linux",2023,10,2023-10-11,<70K
8923,Data Scientist,ByteDance,"Pune, India",Mid,Remote,28045,"Python, Deep Learning, GCP, Transformers",2025,1,2025-01-18,<70K
8924,Machine Learning Engineer,Salesforce,"San Francisco, CA",Entry,Remote,94769,"Tableau, Linux, Kubernetes, GCP, LLM, Transformers, Azure",2025,1,2025-01-04,70-100K
8925,NLP Engineer,Microsoft,"San Francisco, CA",Senior,Remote,137398,"scikit-learn, Python, Transformers",2024,10,2024-10-24,130-160K
8926,AI Engineer,Salesforce,"New York, NY",Mid,Remote,140567,"Python, Airflow, Feature Engineering, Spark",2025,2,2025-02-05,130-160K
8927,MLOps Engineer,Salesforce,"Bengaluru, India",Entry,Hybrid,20128,"Machine Learning, FastAPI, Computer Vision, Statistics, PyTorch",2024,7,2024-07-17,<70K
8928,Data Scientist,Infosys,Singapore,Senior,Onsite,141898,"Hadoop, Transformers, Pandas, AWS, A/B Testing, Kubernetes, Computer Vision",2025,6,2025-06-07,130-160K
8929,LLM Engineer,Accenture,Remote,Senior,Hybrid,156767,"Kubernetes, Git, Statistics, Deep Learning",2024,2,2024-02-17,130-160K
8930,NLP Engineer,HCL Technologies,"Seattle, WA",Senior,Onsite,161115,"SQL, MLOps, Transformers",2023,5,2023-05-27,160K+
8931,MLOps Engineer,Airbnb,"Hyderabad, India",Lead,Onsite,49469,"FastAPI, PyTorch, Transformers, Feature Engineering, NLP, Tableau, Spark, Airflow",2024,3,2024-03-10,<70K
8932,Machine Learning Engineer,Airbnb,Singapore,Senior,Remote,173810,"PyTorch, Java, SQL, Scala, GCP, MLOps",2024,8,2024-08-21,160K+
8933,AI Engineer,OpenAI,"San Francisco, CA",Entry,Hybrid,94502,"R, A/B Testing, Statistics, Git, scikit-learn, Transformers, Feature Engineering",2022,12,2022-12-07,70-100K
8934,LLM Engineer,Nvidia,Remote,Senior,Hybrid,157145,"Deep Learning, Scala, NLP, Spark",2025,10,2025-10-22,130-160K
8935,Computer Vision Engineer,Airbnb,"Ahmedabad, India",Senior,Remote,50202,"Azure, Python, Machine Learning, Deep Learning, scikit-learn, FastAPI, Power BI, GCP",2024,9,2024-09-16,<70K
8936,NLP Engineer,JPMorgan,"Bengaluru, India",Lead,Remote,53779,"scikit-learn, PyTorch, NumPy, Tableau",2023,12,2023-12-27,<70K
8937,AI Engineer,IBM,Remote,Mid,Hybrid,115019,"Airflow, TensorFlow, AWS, GCP, LLM, FastAPI, Spark, A/B Testing",2023,12,2023-12-24,100-130K
8938,AI Engineer,Microsoft,"Berlin, Germany",Mid,Remote,165592,"Scala, Tableau, GCP, Machine Learning, Hadoop, A/B Testing, R, Feature Engineering",2022,2,2022-02-12,160K+
8939,MLOps Engineer,Adobe,Remote,Entry,Remote,90705,"GCP, FastAPI, scikit-learn",2023,9,2023-09-17,70-100K
8940,Data Scientist,Anthropic,Remote,Senior,Hybrid,144492,"FastAPI, Hadoop, TensorFlow, Power BI, Statistics, Kubernetes, Spark, Pandas",2024,2,2024-02-07,130-160K
8941,NLP Engineer,OpenAI,"Bengaluru, India",Entry,Remote,29381,"Python, A/B Testing, TensorFlow, GCP",2025,1,2025-01-22,<70K
8942,Data Analyst,Accenture,"Austin, TX",Lead,Onsite,157267,"TensorFlow, Hadoop, PyTorch, Linux, Pandas, Kubernetes, Machine Learning, Transformers",2023,7,2023-07-07,130-160K
8943,AI Engineer,Apple,"Mumbai, India",Mid,Remote,35902,"R, Computer Vision, PyTorch, Data Engineering, Scala, LLM",2025,6,2025-06-22,<70K
8944,Machine Learning Engineer,Google,Singapore,Mid,Onsite,138752,"Tableau, Hadoop, Deep Learning, MLOps",2024,12,2024-12-12,130-160K
